order_id,product,category,price,quantity,discount_pct,order_date,region,payment,rating,revenue,returned
1042,Monitor,Books,16.73,20,2.9,2024-04-17,North,PAYPAL,5.0,324.9,False
1043,Keyboard,Clothing,71.79,15,5.3,2023-02-22,East,PayPal,4.0,1019.78,False
1044,Other,Home,75.9,11,13.1,2023-07-15,East,Cash,5.0,725.53,True
1045,Headphones,Home,112.33,7,28.1,2024-10-28,West,Credit Card,3.0,565.36,False
1046,Other,Food,39.52,20,5.9,2024-10-02,West,PAYPAL,4.0,743.77,False
1047,Phone,Food,15.68,20,8.0,2022-05-04,South,Cash,5.0,288.51,True
1048,Monitor,Sports,126.24,7,10.2,2023-05-31,West,Credit Card,3.0,793.54,False
1049,Headphones,Books,35.45,20,27.7,2023-08-06,South,Credit Card,5.0,512.61,False
1050,Keyboard,Electronics,290.13,5,25.1,2024-08-19,South,Cash,4.0,1086.54,False
1051,Phone,Home,254.94,3,15.6,2023-07-07,East,Credit Card,5.0,645.51,True
1052,Laptop,Clothing,134.9,10,16.0,2024-12-05,South,Credit Card,4.0,1133.16,False
1053,Other,Food,26.71,20,25.0,2023-11-12,North,Credit Card,4.0,400.65,False
1054,Phone,Sports,226.84,3,13.6,2024-03-04,West,PayPal,2.0,587.97,False
1055,Phone,Clothing,103.18,10,29.5,2022-09-26,West,Credit Card,4.0,727.42,True
1056,Monitor,Clothing,127.28,8,25.6,2022-04-24,West,credit card,5.0,757.57,False
1057,Laptop,Electronics,926.43,2,17.6,2023-11-25,South,Cash,4.0,1526.76,False
1058,,Books,46.99,20,5.3,2022-02-17,East,Credit Card,3.0,889.99,False
1059,Tablet,Sports,145.12,7,28.5,2022-12-09,West,Cash,4.0,726.33,False
1060,Camera,Food,16.75,20,16.2,2023-09-13,North,Cash,4.0,280.73,False
1061,Keyboard,Electronics,193.75,4,6.8,2024-09-17,South,credit card,3.0,722.3,True
1062,Other,Food,18.12,20,27.3,2023-10-01,East,credit card,3.0,263.46,False
1063,Phone,Sports,159.02,8,14.1,2022-12-01,West,Credit Card,4.0,1092.79,False
1064,Headphones,Food,18.06,20,28.9,2023-03-30,East,PayPal,5.0,256.81,False
1065,Monitor,Electronics,238.36,2,28.2,2023-04-30,East,PAYPAL,5.0,342.28,False
1066,Tablet,Food,26.66,20,18.6,2023-09-07,North,Credit Card,4.0,434.02,False
1067,Headphones,Clothing,57.96,14,22.9,2022-10-27,South,Credit Card,4.0,625.62,False
1068,Other,Sports,187.77,5,18.2,2023-12-13,North,Cash,3.0,767.98,False
1069,Headphones,Books,38.08,20,24.6,2023-12-14,South,Cash,4.0,574.25,False
1070,Phone,Home,277.34,2,22.2,2023-01-18,East,Credit Card,3.0,431.54,False
1071,Tablet,Electronics,333.06,1,27.5,2024-09-11,West,credit card,4.0,241.47,False
1072,Other,Food,17.44,20,1.1,2024-02-09,North,Cash,4.0,344.96,False
1073,Camera,Home,200.94,5,6.9,2022-12-23,South,Cash,3.0,935.38,False
1074,Phone,Electronics,227.28,6,5.1,2022-01-21,North,PayPal,4.0,1294.13,False
1075,Tablet,Food,24.9,20,20.1,2022-10-18,West,PayPal,4.0,397.9,True
1076,Keyboard,Home,366.33,2,15.5,2024-08-15,East,PAYPAL,4.0,619.1,False
1077,Phone,Clothing,104.75,9,28.4,2024-10-15,West,PayPal,4.0,675.01,False
1078,Keyboard,Electronics,546.55,1,11.4,2022-11-30,West,Credit Card,3.0,484.24,False
1079,Monitor,Sports,145.27,6,29.4,2022-05-05,North,PayPal,3.0,615.36,True
1080,Laptop,Clothing,59.63,14,10.0,2024-04-16,South,credit card,4.0,751.34,False
1081,Other,Clothing,288.37,2,11.6,2024-05-02,East,PayPal,4.0,509.84,False
1082,Tablet,Books,32.62,20,10.7,2022-05-28,East,Credit Card,5.0,582.59,False
1083,Phone,Clothing,80.46,11,0.6,2023-08-13,East,PayPal,5.0,879.75,False
1084,Keyboard,Food,27.25,20,9.2,2022-05-28,West,credit card,4.0,494.86,False
1085,,Sports,156.35,6,10.7,2023-07-20,North,Credit Card,4.0,837.72,False
1086,Other,Sports,163.65,6,22.2,2024-09-05,North,Credit Card,4.0,763.92,False
1087,,Electronics,423.35,1,1.6,2023-07-29,East,credit card,3.0,416.58,False
1088,Headphones,Clothing,66.44,16,5.9,2022-04-14,North,PAYPAL,4.0,1000.32,False
1089,Laptop,Food,31.38,20,13.6,2024-08-06,West,PayPal,4.0,542.25,False
1090,Monitor,Electronics,648.58,1,6.8,2022-05-24,South,Cash,5.0,604.48,False
1091,Laptop,Sports,135.79,8,4.3,2024-10-05,East,PayPal,,1039.61,False
1092,Phone,Sports,199.51,4,8.2,2022-08-17,South,Cash,3.0,732.6,False
1093,Phone,Clothing,83.79,11,10.7,2024-04-16,North,PayPal,4.0,823.07,False
1094,Tablet,Clothing,85.11,13,8.4,2022-09-14,South,Credit Card,5.0,1013.49,False
1095,Keyboard,Electronics,507.06,1,7.8,2024-04-23,North,credit card,5.0,467.51,False
1096,Phone,Electronics,344.33,2,25.3,2022-07-06,North,PayPal,3.0,514.43,False
1097,Phone,Electronics,320.52,6,24.8,2023-03-13,East,Credit Card,3.0,1446.19,False
1098,Tablet,Electronics,349.57,3,14.8,2022-05-21,South,PayPal,4.0,893.5,False
1099,Headphones,Clothing,49.94,20,3.1,2023-05-14,East,Credit Card,3.0,967.84,False
1100,Headphones,Sports,57.63,18,27.5,2022-02-09,East,Credit Card,4.0,752.07,False
1101,Keyboard,Sports,145.66,4,3.4,2024-07-29,West,Credit Card,4.0,562.83,False
1102,Tablet,Sports,138.02,6,2.3,2022-04-02,West,Credit Card,4.0,809.07,False
1103,Laptop,Electronics,320.82,1,23.0,2022-12-31,East,Credit Card,4.0,247.03,False
1104,Other,Electronics,558.77,1,16.7,2024-12-07,South,credit card,3.0,465.46,False
1105,Laptop,Home,147.38,8,18.2,2024-08-19,West,Credit Card,3.0,964.45,True
1106,Phone,Electronics,433.4,2,11.5,2023-05-23,North,Credit Card,,767.12,False
1107,Camera,Clothing,146.81,4,26.9,2022-03-11,South,PayPal,4.0,,False
1108,Camera,Home,290.53,1,2.6,2023-06-11,North,PayPal,,282.98,False
1109,Laptop,Clothing,89.55,15,29.2,2023-04-24,East,PayPal,3.0,951.02,False
1110,Laptop,Books,35.59,20,20.2,2024-05-19,West,Credit Card,5.0,568.02,False
1111,Phone,Books,38.48,20,27.4,2022-09-22,,Cash,4.0,558.73,False
1112,Laptop,Clothing,98.1,12,15.2,2024-05-08,South,Cash,5.0,998.27,False
1113,Laptop,Home,135.49,6,20.6,2023-12-09,South,credit card,3.0,645.47,False
1114,Keyboard,Sports,131.49,6,24.7,2023-04-19,North,Credit Card,2.0,594.07,False
1115,Tablet,Sports,45.37,20,4.0,2024-04-06,East,PayPal,3.0,871.1,False
1116,Monitor,Clothing,82.73,14,24.5,2023-10-26,West,PayPal,2.0,874.46,False
1117,Monitor,Clothing,115.3,10,1.0,2024-03-04,East,PayPal,4.0,1141.47,False
1118,Laptop,Books,43.22,20,17.6,2023-05-09,West,Credit Card,5.0,712.27,False
1119,Tablet,Food,16.42,20,10.3,2022-06-22,North,Cash,4.0,294.57,True
1120,Keyboard,Books,24.7,20,29.3,2022-11-02,North,Cash,4.0,349.26,False
1121,Laptop,Food,22.11,20,22.6,2023-02-23,West,Credit Card,4.0,342.26,False
1122,Headphones,Electronics,282.59,3,11.3,2024-12-23,East,PayPal,5.0,751.97,False
1123,Camera,Sports,162.83,6,18.4,2023-06-24,East,Credit Card,2.0,797.22,False
1124,Headphones,Food,13.66,20,4.0,2022-05-04,West,PayPal,3.0,262.27,False
1125,Other,Home,388.76,2,20.3,2022-05-15,West,credit card,,619.68,False
1126,Tablet,Electronics,666.39,1,7.4,2024-07-22,East,credit card,4.0,617.08,False
1127,Headphones,Food,63.82,15,23.7,2022-03-05,East,PayPal,4.0,730.42,False
1128,Monitor,Clothing,104.6,10,8.4,2024-03-13,North,Credit Card,4.0,958.14,False
1129,Laptop,Sports,70.13,16,0.3,2023-01-15,East,Credit Card,5.0,1118.71,True
1130,Keyboard,Clothing,118.69,8,0.6,2023-01-02,South,credit card,2.0,943.82,False
1131,Tablet,Electronics,347.44,5,,2022-12-09,East,Credit Card,5.0,1580.85,False
1132,Monitor,Sports,210.45,4,14.0,2023-05-04,East,Cash,4.0,723.95,False
1133,Tablet,Sports,115.3,9,22.5,2022-12-09,East,Credit Card,4.0,804.22,False
1134,Other,Electronics,517.57,1,24.3,2024-11-24,East,PayPal,4.0,391.8,False
1135,Other,Sports,143.3,8,8.4,2024-11-23,North,Credit Card,4.0,1050.1,False
1136,Other,Electronics,467.06,1,15.6,2022-06-30,North,PayPal,3.0,394.2,True
1137,Other,Home,226.57,1,12.6,2023-01-17,South,Cash,5.0,198.02,False
1138,Monitor,Books,34.47,20,6.3,2023-03-08,West,Credit Card,,645.97,True
1139,Laptop,Sports,180.4,5,4.8,2023-05-16,East,credit card,3.0,858.7,False
1140,Keyboard,Electronics,491.16,2,2.0,2023-01-12,North,credit card,4.0,962.67,False
1141,Other,Food,24.87,20,29.4,2024-11-12,East,credit card,4.0,351.16,False
1142,Camera,Clothing,102.1,6,10.3,2022-10-29,West,Credit Card,3.0,549.5,True
1143,Keyboard,Food,37.25,20,9.2,2023-09-15,West,credit card,5.0,676.46,False
1144,Headphones,Food,,20,16.0,2024-10-02,North,PayPal,4.0,370.78,False
1145,Headphones,Electronics,437.54,1,5.0,2023-11-20,West,Credit Card,5.0,415.66,False
1146,Laptop,Electronics,388.09,1,10.1,2024-11-17,North,PayPal,4.0,348.89,False
1147,Laptop,Food,33.95,20,22.4,2023-08-08,North,PAYPAL,4.0,526.9,False
1148,Camera,Books,27.61,20,11.7,2023-06-07,East,PAYPAL,4.0,487.59,False
1149,Other,Electronics,533.04,2,7.1,2023-07-24,North,Credit Card,4.0,990.39,False
1150,Tablet,Food,28.63,20,9.6,2022-06-11,West,PAYPAL,4.0,517.63,True
1151,Other,Sports,171.57,6,1.0,2023-04-14,North,Credit Card,4.0,1019.13,False
1152,Monitor,Food,55.2,14,26.8,2022-02-06,North,Cash,4.0,565.69,False
1153,Camera,Sports,148.17,4,27.3,2024-07-19,West,PAYPAL,4.0,430.88,False
1154,Phone,Food,47.44,20,8.0,2023-11-14,West,PayPal,5.0,872.9,False
1155,Camera,Food,8.6,20,8.8,2023-12-06,West,PAYPAL,2.0,156.86,False
1156,Other,Home,240.65,1,0.3,2022-05-12,West,PAYPAL,3.0,239.93,False
1157,Laptop,Clothing,104.19,10,1.5,2024-09-09,West,PayPal,,1026.27,False
1158,Tablet,Electronics,766.71,3,21.9,2022-01-31,South,Cash,3.0,1796.4,False
1159,Laptop,Electronics,334.33,5,26.0,2022-11-11,South,Credit Card,4.0,1237.02,False
1160,Phone,Food,50.12,17,27.3,2023-06-28,East,PayPal,5.0,619.43,False
1161,Phone,Home,264.96,3,10.3,2022-09-23,East,PayPal,5.0,713.01,False
1162,Keyboard,Food,18.04,20,6.0,2024-04-27,East,PayPal,5.0,339.15,False
1163,Keyboard,Electronics,224.01,2,28.5,2024-03-19,East,credit card,3.0,320.33,False
1164,Headphones,Home,112.62,10,1.5,2022-11-19,East,credit card,4.0,1109.31,False
1165,Camera,Electronics,820.36,1,0.5,2022-07-25,North,PayPal,3.0,816.26,False
1166,Monitor,Home,218.04,6,25.0,2023-01-28,North,Cash,4.0,981.18,True
1167,Camera,Food,37.35,1000,4.3,2022-02-15,East,Credit Card,4.0,714.88,False
1168,Laptop,Clothing,47.76,20,24.8,2023-02-15,West,Cash,4.0,718.31,False
1169,Keyboard,Home,347.6,4,15.1,2023-10-22,East,PAYPAL,,1180.45,False
1170,Laptop,Food,36.63,20,25.9,2022-03-22,North,Cash,5.0,542.86,True
1171,Tablet,Food,33.97,20,5.8,2023-06-25,North,Cash,3.0,639.99,False
1172,Camera,Books,35.1,20,25.6,2023-04-01,East,Cash,5.0,522.29,False
1173,Phone,Home,231.13,3,6.7,2024-07-29,East,PayPal,3.0,646.93,False
1174,Headphones,Food,30.5,20,6.3,2022-09-09,East,PayPal,1.0,571.57,False
1175,Laptop,Electronics,941.31,2,15.2,2022-02-23,North,Cash,4.0,1596.46,False
1176,Other,Electronics,368.52,2,2.7,2024-11-08,South,credit card,3.0,717.14,False
1177,Keyboard,Home,201.48,3,26.0,2023-12-10,East,PayPal,4.0,447.29,False
1178,Laptop,Electronics,1296.86,1,8.3,2024-04-12,North,PayPal,5.0,1189.22,True
1179,Other,Sports,253.14,3,21.0,2024-11-13,North,Cash,2.0,599.94,False
1180,Keyboard,Clothing,57.68,19,10.7,2024-07-26,South,credit card,4.0,978.66,False
1181,Phone,Electronics,423.22,2,2.2,2023-03-07,South,PayPal,4.0,827.82,False
1182,Keyboard,Food,45.53,20,23.5,2024-11-18,West,Credit Card,4.0,696.61,False
1183,Phone,Home,155.94,9,26.3,2023-10-18,,PAYPAL,,1034.35,False
1184,Tablet,Food,17.89,20,2.7,2022-02-22,South,Cash,,348.14,False
1185,Monitor,Books,28.11,20,26.1,2023-11-22,West,PayPal,4.0,415.47,False
1186,Phone,Sports,167.12,6,0.8,2022-10-27,North,PayPal,3.0,994.7,True
1187,Tablet,Electronics,417.04,3,10.5,2024-01-01,East,PayPal,3.0,1119.75,False
1188,Monitor,Clothing,71.96,11,29.6,2022-05-23,North,Cash,4.0,557.26,False
1189,Other,Electronics,519.66,1,10.6,2024-04-18,West,Credit Card,3.0,464.58,True
1190,Monitor,Food,22.57,20,27.8,2022-05-10,North,PayPal,5.0,325.91,False
1191,Phone,Books,52.47,1000,2.4,2022-05-21,North,Cash,5.0,1024.21,False
1192,,Food,22.19,20,20.2,2024-08-02,East,PayPal,3.0,354.15,False
1193,Tablet,Electronics,721.38,4,27.8,2024-09-03,West,Cash,4.0,2083.35,False
1194,Phone,Electronics,750.37,1,24.6,2023-03-13,South,credit card,2.0,565.78,False
1195,Monitor,Clothing,51.03,19,18.9,2023-06-09,South,Credit Card,2.0,,False
1196,Camera,Sports,132.39,5,27.7,2024-05-31,West,Credit Card,5.0,,False
1197,Headphones,Electronics,654.79,1,20.8,2023-05-02,East,Cash,4.0,518.59,False
1198,Keyboard,Home,305.84,3,12.4,2023-09-16,South,Credit Card,3.0,803.75,False
1199,Camera,Electronics,1182.16,1,2.7,2024-06-20,South,Credit Card,3.0,1150.24,False
1200,Laptop,Books,44.2,20,20.3,2023-01-05,South,Credit Card,3.0,704.55,False
1201,Other,Books,43.49,20,24.6,2023-03-06,South,Credit Card,5.0,655.83,False
1202,Tablet,Home,111.63,9,27.9,2024-05-10,East,PAYPAL,3.0,724.37,True
1203,Camera,Electronics,761.41,2,10.5,2023-12-22,West,Cash,5.0,1362.92,False
1204,Tablet,Sports,141.81,6,27.7,2024-10-27,East,PayPal,4.0,615.17,False
1205,Other,Electronics,332.42,5,19.3,2022-03-13,East,Credit Card,3.0,1341.31,False
1206,Monitor,Electronics,492.99,2,,2022-07-21,West,Credit Card,4.0,867.66,True
1207,Tablet,Home,142.95,5,8.7,2023-01-08,West,Cash,3.0,652.57,False
1208,Laptop,Sports,255.23,4,7.8,2022-10-30,West,PayPal,3.0,941.29,False
1209,Keyboard,Electronics,403.41,3,23.2,2022-07-28,North,PayPal,3.0,,False
1210,Laptop,Clothing,50.8,19,9.4,2023-02-23,South,Cash,3.0,874.47,False
1211,Headphones,Electronics,492.33,1,28.3,2022-06-20,East,Credit Card,5.0,353.0,False
1212,Other,Home,184.54,8,1.3,2022-09-10,South,Credit Card,3.0,1457.13,False
1213,Headphones,Clothing,101.84,5,21.4,2023-10-22,East,Cash,4.0,400.23,False
1214,Tablet,Books,20.58,20,17.6,2023-05-26,West,Credit Card,3.0,339.16,False
1215,Laptop,Electronics,737.02,1,2.5,2023-04-21,North,Credit Card,3.0,718.59,False
1216,Laptop,Electronics,653.65,3,23.6,2022-06-09,South,Cash,4.0,1498.17,False
1217,Laptop,Clothing,79.02,12,20.5,2024-07-21,West,Credit Card,5.0,753.85,False
1218,Camera,Electronics,673.14,1,13.3,2024-07-23,South,Credit Card,,583.61,False
1219,Camera,Electronics,635.23,1,13.1,2024-03-23,,credit card,5.0,552.01,False
1220,Tablet,Electronics,806.64,4,9.6,2022-07-31,West,Cash,4.0,2916.81,False
1221,Tablet,Sports,234.18,2,29.5,2023-03-18,North,Cash,5.0,,False
1222,Monitor,Electronics,1012.33,1,8.5,2022-04-11,North,PayPal,3.0,926.28,False
1223,,Food,26.1,20,10.2,2023-11-22,North,Cash,,468.76,False
1224,Monitor,Sports,160.39,5,10.0,2024-07-28,West,PAYPAL,5.0,721.76,False
1225,Phone,Sports,161.18,6,6.4,2022-06-05,North,credit card,4.0,905.19,True
1226,Laptop,Clothing,61.02,15,9.4,2023-09-14,South,PAYPAL,2.0,829.26,False
1227,Camera,Electronics,495.09,2,14.2,2024-01-30,West,Credit Card,5.0,849.57,False
1228,Monitor,Books,10.11,20,24.5,2023-01-21,South,PayPal,5.0,152.66,False
1229,Camera,Electronics,368.95,3,20.6,2022-05-19,North,Credit Card,4.0,,False
1230,Keyboard,Food,14.37,20,8.6,2024-12-31,South,Credit Card,4.0,262.68,True
1231,Phone,Sports,101.87,12,5.1,2024-10-27,North,Credit Card,4.0,1160.1,False
1232,Tablet,Sports,154.77,4,8.9,2023-11-27,East,credit card,4.0,563.98,False
1233,Laptop,Electronics,508.46,3,18.8,2022-01-20,South,Credit Card,4.0,1238.61,True
1234,Keyboard,Electronics,353.89,1,22.9,2022-03-29,South,Cash,4.0,272.85,False
1235,Laptop,Electronics,702.93,1,3.7,2024-03-20,West,Credit Card,5.0,676.92,False
1236,Headphones,Clothing,51.66,19,22.3,2024-07-16,West,PayPal,4.0,762.66,False
1237,,Sports,493.19,2,29.8,2023-07-17,South,PAYPAL,5.0,692.44,False
1238,Camera,Home,153.62,6,,2022-03-09,South,Cash,3.0,906.97,False
1239,Other,Electronics,647.02,1,3.4,2023-12-30,West,Credit Card,5.0,625.02,False
1240,Camera,Home,467.45,3,23.9,2024-01-02,West,PAYPAL,3.0,1067.19,False
1241,Keyboard,Food,19.47,20,15.2,2022-01-15,West,Credit Card,,330.21,False
1242,Laptop,Food,18.94,20,24.6,2024-02-20,East,credit card,3.0,285.62,False
1243,Other,Clothing,33.54,20,9.7,2024-08-18,East,Cash,5.0,,False
1244,Tablet,Clothing,123.39,6,13.3,2023-03-16,West,credit card,5.0,641.87,False
1245,Other,Food,74.93,11,12.2,2023-03-05,South,Cash,3.0,723.67,False
1246,Monitor,Food,25.9,20,28.5,2023-11-02,South,PayPal,4.0,370.37,False
1247,Camera,Clothing,91.02,11,26.1,2024-05-07,North,credit card,3.0,739.9,True
1248,Monitor,Sports,128.14,7,13.7,2022-04-10,South,PAYPAL,5.0,774.09,False
1249,Phone,Electronics,352.67,4,18.9,2022-10-08,East,credit card,4.0,1144.06,False
1250,Camera,Food,24.8,20,8.0,2023-02-03,,PayPal,4.0,456.32,False
1251,Camera,Clothing,52.09,14,16.9,2024-12-08,South,credit card,3.0,606.02,False
1252,Laptop,Clothing,102.8,8,11.9,2024-11-27,South,PayPal,4.0,724.53,True
1253,Phone,Clothing,73.09,11,12.1,2024-06-24,West,PayPal,3.0,706.71,False
1254,Laptop,Clothing,142.72,11,17.7,2022-06-11,West,PayPal,3.0,1292.04,True
1255,Other,Home,213.71,3,26.4,2023-04-08,North,Cash,4.0,471.87,False
1256,Headphones,Food,,20,,2022-09-04,South,Cash,5.0,576.43,False
1257,Monitor,Clothing,45.44,18,1.5,2024-02-04,West,credit card,5.0,805.65,False
1258,Laptop,Electronics,747.54,1,18.5,2023-01-16,East,credit card,4.0,609.25,False
1259,Phone,Clothing,45.69,20,12.7,2024-10-07,East,PayPal,5.0,797.75,False
1260,Other,Sports,212.3,5,23.4,2023-03-20,West,credit card,,813.11,False
1261,Monitor,Clothing,105.73,9,2.9,2024-04-08,South,PAYPAL,4.0,923.97,False
1262,Monitor,Sports,121.96,6,6.8,2023-02-07,East,PAYPAL,3.0,682.0,False
1263,Tablet,Clothing,85.68,9,12.1,2023-10-11,East,Cash,4.0,677.81,False
1264,Phone,Electronics,371.46,3,25.4,2022-08-14,North,credit card,3.0,831.33,True
1265,Camera,Electronics,848.47,2,24.4,2023-03-02,East,PayPal,4.0,1282.89,False
1266,Phone,Clothing,33831.14097562227,7,7.3,2024-10-21,North,PAYPAL,4.0,871.6,False
1267,Headphones,Sports,266.89,1,4.6,2022-03-19,North,PayPal,3.0,254.61,False
1268,Other,Food,32.36,20,5.0,2024-12-11,North,Credit Card,2.0,614.84,False
1269,Monitor,Clothing,65.0,16,5.1,2022-02-24,North,PayPal,5.0,986.96,False
1270,Tablet,Electronics,191.71,1,17.4,2022-07-19,West,credit card,4.0,158.35,False
1271,Tablet,Clothing,72.23,14,6.5,2024-11-07,West,Cash,4.0,945.49,False
1272,Other,Clothing,58.38,17,23.9,2023-08-24,South,credit card,3.0,755.26,False
1273,Monitor,Home,91.46,9,8.7,2022-12-25,West,credit card,3.0,751.53,True
1274,Laptop,Home,273.93,1,21.7,2022-12-14,North,credit card,5.0,214.49,False
1275,Tablet,Clothing,87.22,10,12.0,2023-08-09,North,Cash,5.0,767.54,False
1276,Camera,Books,22.71,20,14.3,2024-02-05,South,credit card,4.0,389.25,False
1277,Headphones,Sports,111.63,10,17.9,2022-07-30,North,PAYPAL,4.0,916.48,False
1278,Keyboard,Sports,164.17,5,28.5,2024-11-29,South,PayPal,4.0,586.91,False
1279,Other,Electronics,500.75,2,7.8,2023-07-07,East,PAYPAL,3.0,923.38,False
1280,Headphones,Clothing,101.74,8,10.3,2022-07-04,West,PayPal,4.0,730.09,False
1281,Camera,Sports,161.66,8,11.9,2023-02-12,West,PayPal,3.0,1139.38,False
1282,Monitor,Electronics,261.63,1,13.5,2022-01-07,West,PAYPAL,2.0,226.31,False
1283,Camera,Food,29.89,20,28.3,2023-12-20,East,PayPal,5.0,428.62,False
1284,Monitor,Home,158.21,7,23.4,2024-06-18,West,Credit Card,,848.32,False
1285,,Food,20.07,20,30.0,2022-09-16,East,PAYPAL,5.0,280.98,False
1286,Phone,Food,31.71,20,8.7,2022-04-10,West,PayPal,3.0,579.02,False
1287,Tablet,Sports,137.31,8,17.2,2023-10-18,South,Credit Card,5.0,909.54,False
1288,Other,Food,25.83,20,18.2,2022-04-23,East,PAYPAL,5.0,422.58,False
1289,Camera,Electronics,506.45,1,7.9,2023-12-31,West,Cash,5.0,466.44,False
1290,Phone,Books,43.73,20,24.1,2024-07-17,,PayPal,4.0,663.82,True
1291,Camera,Clothing,99.85,13,13.9,2024-05-16,West,Cash,3.0,1117.62,True
1292,Phone,Food,32.2,20,12.7,2023-07-02,East,credit card,5.0,562.21,False
1293,Keyboard,Food,18.95,20,9.0,2024-03-22,South,Cash,4.0,344.89,False
1294,Tablet,Electronics,736.88,1,25.0,2023-11-22,North,Credit Card,4.0,552.66,False
1295,Laptop,Home,276.71,6,8.9,2022-12-07,South,Credit Card,4.0,1512.5,False
1296,Tablet,Electronics,585.37,2,11.3,2024-05-12,East,Credit Card,4.0,1038.45,False
1297,Other,Food,15.72,20,18.6,2022-09-12,South,credit card,5.0,255.92,False
1298,Camera,Clothing,56.76,14,3.1,2022-10-14,East,PayPal,4.0,770.01,False
1299,Keyboard,Clothing,51.19,15,24.2,2022-01-26,South,Credit Card,4.0,582.03,False
1300,Keyboard,Electronics,764.68,1,28.2,2022-08-14,West,Cash,4.0,549.04,False
1301,Laptop,Food,31.79,20,18.4,2023-01-25,South,Cash,4.0,518.81,False
1302,Camera,Clothing,90.14,8,23.0,2022-07-18,West,credit card,4.0,555.26,True
1303,Keyboard,Clothing,53.45,16,26.8,2023-04-04,South,Cash,4.0,626.01,False
1304,Keyboard,Home,474.99,3,,2022-05-26,West,credit card,3.0,1037.38,False
1305,Other,Clothing,93.3,9,2.7,2023-04-01,South,Credit Card,3.0,817.03,False
